"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Abstract","Author Keywords","Index Keywords","Molecular Sequence Numbers","Chemicals/CAS","Funding Texts","References","Editors","Publisher","Sponsors","Conference name","Conference date","Conference location","Conference code","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Document Type","Publication Stage","Open Access","Source","EID"
"L., Chavez-Bedoya, Luis; C.L., Alamo, Carlos Loaiza; G.T., de Vettori, Giannio Téllez","Chavez-Bedoya, Luis (51563560600); Alamo, Carlos Loaiza (56789739500); de Vettori, Giannio Téllez (56790135400)","51563560600; 56789739500; 56790135400","Precios de adjudicación y components del spread en la Bolsa de Valores de Lima","2015","CEPAL Review","2015","115","","129","158","0","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939632223&partnerID=40&md5=6a6c0ee23397a5e6b07d8f6afaab22d8","Universidad ESAN, Lima, Peru; Universidad Peruana de Ciencias Aplicadas, Lima, Peru; Pontificia Universidad Catolica del Peru, Lima, Peru","Chavez-Bedoya, Luis, Universidad ESAN, Lima, Peru; Alamo, Carlos Loaiza, Universidad Peruana de Ciencias Aplicadas, Lima, Peru; de Vettori, Giannio Téllez, Department of Economics, Pontificia Universidad Catolica del Peru, Lima, Peru","[No abstract available]","","","","","","Financial Analysts Journal, (1971); Cartera Del Indice General Bvl, (2012); Journal of Political Economy, (1988); Demsetz, Harold, The cost of transacting, Quarterly Journal of Economics, 82, 1, pp. 33-53, (1968); Easley, David A., Time-varying arrival rates of informed and uninformed trades, Journal of Financial Econometrics, 6, 2, pp. 171-207, (2008); Foucault, Thierry, Limit order book as a market for liquidity, Review of Financial Studies, 18, 4, pp. 1171-1217, (2005); Garman, Mark B., Market microstructure, Journal of Financial Economics, 3, 3, pp. 257-275, (1976); Glosten, Lawrence R., Is the Electronic Open Limit Order Book Inevitable?, Journal of Finance, 49, 4, pp. 1127-1161, (1994); Glosten, Lawrence R., Estimating the components of the bid/ask spread, Journal of Financial Economics, 21, 1, pp. 123-142, (1988); Glosten, Lawrence R., Bid, ask and transaction prices in a specialist market with heterogeneously informed traders, Journal of Financial Economics, 14, 1, pp. 71-100, (1985)","","United Nations Publications","","","","","","02512920; 16840348","","","","Spanish","Article","Final","","Scopus","2-s2.0-84939632223"
"A.F.Z., de Azevedo Prof, André Filipe Zago; A., Massuquetti, Angélica","de Azevedo Prof, André Filipe Zago (34167754600); Massuquetti, Angélica (36992309600)","34167754600; 36992309600","Exportaciones del sector automotor brasileño al Mercado Común del Sur: ¿desviación de comercio o reducción de costos?","2015","CEPAL Review","2015","115","","159","179","0","0","10.18356/f2839c4b-es","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939630267&doi=10.18356%2Ff2839c4b-es&partnerID=40&md5=dfed3a28f88fffc81936fadcde75ad99","Universidade do Vale do Rio dos Sinos, Sao Leopoldo, Brazil","de Azevedo Prof, André Filipe Zago, Universidade do Vale do Rio dos Sinos, Sao Leopoldo, Brazil; Massuquetti, Angélica, Universidade do Vale do Rio dos Sinos, Sao Leopoldo, Brazil","[No abstract available]","","","","","","Balassa, Béla A., Trade Liberalisation and “Revealed” Comparative Advantage, Manchester School, 33, 2, pp. 99-123, (1965); New Dimensions in Regional Integration, (1993); Informe Mercosur, (1996); Informe Mercosul, (2008); Bndes Setorial, (2008); Journal of Political Economy, (1972); Anais do 39° Encontro Nacional De Economia, (2011); Etudes Du Ceri, (1999); Revista De Economia Politica, (2005); Determinantes do Comercio Bilateral Argentina Brasil Uma Avaliacao Dos Impactos Estaticos do Processo De Integracao no Mercosul, (1999)","","United Nations Publications","","","","","","02512920; 16840348","","","","Spanish","Article","Final","","Scopus","2-s2.0-84939630267"
"C., Gazmuri, Carolina; J.M., Manzi, Jorge M.; R.D., Paredes, Ricardo D.","Gazmuri, Carolina (56789995800); Manzi, Jorge M. (6701440294); Paredes, Ricardo D. (7007168375)","56789995800; 6701440294; 7007168375","Disciplina, clima y desempeño escolar en Chile","2015","CEPAL Review","2015","115","","115","128","0","7","10.18356/bc44a854-es","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939630056&doi=10.18356%2Fbc44a854-es&partnerID=40&md5=d155d85e776ce52474710f91f0f554f8","Universidad de Columbia, Columbia, Colombia; Pontificia Universidad Católica de Chile, Santiago, Chile","Gazmuri, Carolina, Universidad de Columbia, Columbia, Colombia; Manzi, Jorge M., Pontificia Universidad Católica de Chile, Santiago, Chile; Paredes, Ricardo D., Pontificia Universidad Católica de Chile, Santiago, Chile","[No abstract available]","","","","","","Angrist, Joshua D., Using Maimonides' rule to estimate the effect of class size on scholastic achievement, Quarterly Journal of Economics, 114, 2, pp. 533-575, (1999); Estudios Publicos, (1994); Taut, Sandy M., Theory underlying a national teacher evaluation program, Evaluation and Program Planning, 33, 4, pp. 477-486, (2010); How the World S Best Performing School Systems Come Out on Top, (2007); An Introduction to Modern Econometrics Using Stata, (2006); Estudios Publicos, (2009); Education Equity and Economic Competitiveness in the Americas, (1995); Evidencias Para Politicas Publicas En Educacion, (2013); Inger Enkvist Y La Educacion Actual Estudios Publicos, (2009); Revista Cepal, (2011)","","United Nations Publications","","","","","","02512920; 16840348","","","","Spanish","Article","Final","","Scopus","2-s2.0-84939630056"
"A.D.S., Rangel, Armênio De Souza; F., Garcia de Freitas, Fernando","Rangel, Armênio De Souza (56789679300); Garcia de Freitas, Fernando (55817299900)","56789679300; 55817299900","Un análisis comparativo de la productividad en las industrias manufactureras del Brasil y México","2015","CEPAL Review","2015","115","","197","215","0","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939628615&partnerID=40&md5=8026559947def7ed1e9ec4e23486c835","Universidade de São Paulo, Sao Paulo, Brazil; Asociación Brasileña de Aluminio (abal), Brazil","Rangel, Armênio De Souza, Escuela de Comunicación y Artes (eca), Universidade de São Paulo, Sao Paulo, Brazil; Garcia de Freitas, Fernando, Asociación Brasileña de Aluminio (abal), Brazil","[No abstract available]","","","","","","CEPAL Review, (2002); Data Resources Interindustry Review, (1980); Review of Economics and Statistics, (1967); Ferreira, Pedro Cavalcanti Gomes, New evidence from Brazil on trade liberalization and productivity growth, International Economic Review, 44, 4, pp. 1383-1405, (2003); Feldman, S. J., Sources of structural change in the United States, 1963-78: an input-output perspective., Review of Economics and Statistics, 69, 3, pp. 503-510, (1987); Garcia, Fernando, Technical change: It should be positive and make sense!, Economics Letters, 100, 3, pp. 388-391, (2008); Ensayos Sobre Politica Economica, (2007); Hay, Donald A., The post-1990 Brazilian trade liberalisation and the performance of large manufacturing firms: Productivity, market share and profits, Economic Journal, 111, 473, pp. 620-641, (2001); Işcan, Talan B., Trade liberalisation and productivity: a panel study of the Mexican manufacturing industry, Journal of Development Studies, 34, 5, pp. 123-148, (1998); Katz, Jorge, Structural change and labor productivity growth in Latin American manufacturing industries 1970-96, World Development, 28, 9, pp. 1583-1596, (2000)","","United Nations Publications","","","","","","02512920; 16840348","","","","Spanish","Article","Final","","Scopus","2-s2.0-84939628615"
"M.V., Sánchez-Cantillo, Marco V.","Sánchez-Cantillo, Marco V. (42262639500)","42262639500","Disyuntivas macroeconómicas y vulnerabilidades externas del desarrollo humano en nicaragua","2015","CEPAL Review","2015","115","","91","113","0","0","10.18356/0e7331f1-es","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939611178&doi=10.18356%2F0e7331f1-es&partnerID=40&md5=5716333aae86d0c3e38fa08ad09e693d","Departamento de Asuntos Económicos y Sociales de las Naciones Unidas, United States","Sánchez-Cantillo, Marco V., División de Políticas y Análisis del Desarrollo, Departamento de Asuntos Económicos y Sociales de las Naciones Unidas, United States","[No abstract available]","","","","","","Panorama Social De America Latina 2013, (2025); Vulnerabilidad Economica Externa Proteccion Social Y Pobreza En America Latina, (2011); Guimarães, João P.C., The great experiment: Testing the PRSP approach in Nicaragua, 2000-2007, European Journal of Development Research, 23, 2, pp. 319-336, (2011); Public Policies for Human Development Feasible Financing Strategies for Achieving the Mdgs in Latin America and the Caribbeani, (2009); Löfgren, Hans, MAMS - A computable general equilibrium model for developing country strategy analysis, Handbook of Computable General Equilibrium Modeling, 1, pp. 159-276, (2013); Determinantes Socioeconomicos De La Educacion La Mortalidad Y El Acceso Al Agua Potable Y El Saneamiento En Nicaragua Un Analisis Econometrico, (2013); Sánchez, Marco V., Welfare effects of rising oil prices in oil-importing developing countries, Developing Economies, 49, 3, pp. 321-346, (2011); Sánchez, Marco V., Trade-offs and Payoffs of Investing in Human Development, World Development, 62, pp. 14-29, (2014); Public Policies for Human Development Feasible Financing Strategies for Achieving Mdgs in Latin America and the Caribbean, (2010); Impact of the Global Crisis on the Achievement of the Mdgs in Latin America, (2009)","","United Nations Publications","","","","","","02512920; 16840348","","","","Spanish","Article","Final","","Scopus","2-s2.0-84939611178"
"F.I., Revetria, Fernando Isabella","Revetria, Fernando Isabella (56790087500)","56790087500","Dinámica tecnológica internacional de los sectores productivos: Un análisis empírico","2015","CEPAL Review","2015","115","","27","44","0","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939608382&partnerID=40&md5=b40bf91f59a45b539458dd70bf812d05","Universidad de la Republica, Montevideo, Uruguay","Revetria, Fernando Isabella, Instituto de Economía, Universidad de la Republica, Montevideo, Uruguay","[No abstract available]","","","","","","Working Paper no 02 2007, (2007); Purchasing Power Parity Doctrine A Reappraisal Journal of Political Economy, (1964); Cambio Estructural Para La Igualdad Una Vision Integrada Del Desarrollo, (2012); Progreso Tecnico Y Cambio Estructural En America Latina, (2007); Heterogeneidad Estructural Asimetrias Tecnologicas Y Crecimiento En America Latina, (2005); Dalum, Bent, Does specialization matter for growth?, Industrial and Corporate Change, 8, 2, pp. 267-285, (1999); As Time Goes by from the Industrial Revolutions to the Information Revolution, (2025); Technical Change and Economic Theory, (1988); Revision of the High Technology Sector and Product Classification, (1997); Structure of the Product Space and the Evolution of Comparative Advantage, (2007)","","United Nations Publications","","","","","","02512920; 16840348","","","","Spanish","Article","Final","","Scopus","2-s2.0-84939608382"
"S.F., Sossa, Sulma Farfán; A., Medina-Rivilla, Antonio; M.L., Cacheiro-González, María Luz","Sossa, Sulma Farfán (56790014500); Medina-Rivilla, Antonio (23094855100); Cacheiro-González, María Luz (57218304023)","56790014500; 23094855100; 57218304023","La inclusión digital en la educación de tarija, Bolivia","2015","CEPAL Review","2015","115","","71","90","0","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939603711&partnerID=40&md5=30efaf3c21a0a2452eee58efc00c7844","Saint Louis University, Madrid Campus, Madrid, Spain; Universidad Nacional de Educacion a Distancia, Madrid, Spain","Sossa, Sulma Farfán, Saint Louis University, Madrid Campus, Madrid, Spain; Medina-Rivilla, Antonio, Universidad Nacional de Educacion a Distancia, Madrid, Spain; Cacheiro-González, María Luz, Universidad Nacional de Educacion a Distancia, Madrid, Spain","[No abstract available]","","","","","","undefined, (2013); undefined; Derecho Gobernanza Y Tecnologias De La Informacion En La Sociedad Del Conocimiento, (2025); Indicadores Clave Sobre Tic, (2010); undefined, (2012); undefined; Programa Tic Y Educacion Basica Las Politicas Tic En Los Sistemas Educativos De America Latina Caso Peru, (2013); La Brecha Digital El Riesgo De Exclusion En La Sociedad De La Informacion, (2002); El Dia, (2013); Documento De Proyecto, (2012)","","United Nations Publications","","","","","","02512920; 16840348","","","","Spanish","Article","Final","","Scopus","2-s2.0-84939603711"
"D., Aboal, Diego; P., Garda, Paula","Aboal, Diego (56271921000); Garda, Paula (56779841100)","56271921000; 56779841100","¿La financiación pública estimula la innovación y la productividad? Una evaluación de impacto","2015","CEPAL Review","2015","115","","46","70","0","1","10.18356/a2bdfcfc-es","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939601025&doi=10.18356%2Fa2bdfcfc-es&partnerID=40&md5=4b9f5c3a0c8818f7832744d38a9341f5","Universidad ORT Uruguay, Montevideo, Uruguay; Organización para la Cooperación y el Desarrollo Económicos, Paris, France","Aboal, Diego, Universidad ORT Uruguay, Montevideo, Uruguay; Garda, Paula, Centro de Investigaciones Económicas (CINVE), Organización para la Cooperación y el Desarrollo Económicos, Paris, France","[No abstract available]","","","","","","Using Innovation Survey Data to Evaluate R D Policy the Case of Belgium, (2004); Almus, Matthias, The effects of public R and D subsidies on firms' innovation activities: The case of Eastern Germany, Journal of Business and Economic Statistics, 21, 2, pp. 226-236, (2003); Knowledge Based Capital Innovation and Resource Allocation, (2013); Documento De Trabajo, (2012); Evaluating the Impacts of Innovation Policy Evidences from Brazil, (2011); Revista Economia, (2008); Bloom, Nicholas, Do R & D tax credits work? Evidence from a panel of countries 1979-1997, Journal of Public Economics, 85, 1, pp. 1-31, (2002); Busom, Isabel, An Empirical Evaluation of The Effects of R&D Subsidies, Economics of Innovation and New Technology, 9, 2, pp. 111-148, (2000); Caliendo, Marco, Some practical guidance for the implementation of propensity score matching, Journal of Economic Surveys, 22, 1, pp. 31-72, (2008); Technical Notes, (2011)","","United Nations Publications","","","","","","02512920; 16840348","","","","Spanish","Article","Final","","Scopus","2-s2.0-84939601025"
"S., Manuelito, Sandra; L.F., Jiménez, Luis Felipe","Manuelito, Sandra (55202261900); Jiménez, Luis Felipe (58387365300)","55202261900; 58387365300","Rasgos estilizados de la relación entre inversión y crecimiento en América Latina, 1980-2012","2015","CEPAL Review","2015","115","","7","25","0","3","10.18356/f70da146-es","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939600672&doi=10.18356%2Ff70da146-es&partnerID=40&md5=e172c2d6c7d605cc3b06384accecf899","Comisión Económica para América Latina y el Caribe, Santiago, Chile","Manuelito, Sandra, Comisión Económica para América Latina y el Caribe, Santiago, Chile; Jiménez, Luis Felipe, Comisión Económica para América Latina y el Caribe, Santiago, Chile","[No abstract available]","","","","","","Is Fixed Investment the Key to Economic Growth, (1993); International Journal of Business and Information, (2007); Comision Economica Para America Latina Y El Caribe; La Inversion Extranjera En America Latina Y El Caribe, (2025); Panorama Social De America Latina, (2009); Anuario Estadistico De America Latina Y El Caribe, (2010); Estudio Economico De America Latina Y El Caribe, (2015); America Latina Y El Caribe Series Historicas De Estadisticas Economicas 1950 2008, (2009); Investment and Growth in Rich and Poor Countries, (2012); Federal Reserve Bank of Richmond Economic Quarterly, (1993)","","United Nations Publications","","","","","","02512920; 16840348","","","","Spanish","Article","Final","","Scopus","2-s2.0-84939600672"
"C.E., Ludena, Carlos E.; C.J., de Miguel, Carlos J.; A.R., Schuschny, Andrés R.","Ludena, Carlos E. (56656510900); de Miguel, Carlos J. (55238273300); Schuschny, Andrés R. (6507049983)","56656510900; 55238273300; 6507049983","Cambio climático y mercados de carbono: Repercusiones para los países en desarrollo","2015","CEPAL Review","2015","116","","61","85","0","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939554755&partnerID=40&md5=07ae87634ecd8f210a7522a557e256c3","División de Cambio Climático y Sostenibilidad del Banco Interamericano de Desarrollo (BID), Spain; Comisión Económica para América Latina y el Caribe, Santiago, Chile; Comisión Económica para América Latina y el Caribe, Santiago, Chile","Ludena, Carlos E., División de Cambio Climático y Sostenibilidad del Banco Interamericano de Desarrollo (BID), Spain; de Miguel, Carlos J., Unidad de Políticas para el Desarrollo Sostenible, Comisión Económica para América Latina y el Caribe, Santiago, Chile; Schuschny, Andrés R., Comisión Económica para América Latina y el Caribe, Santiago, Chile","[No abstract available]","","","","","","Co2 Emissions from Fuel Combustion Highlights, (2010); Reviewing Existing and Proposed Emissions Trading Systems, (2010); Anger, Niels, Emissions trading beyond Europe: Linking schemes in a post-Kyoto world, Energy Economics, 30, 4, pp. 2028-2049, (2008); Gtap Working Paper no 54, (2010); Impact of Biofuel Production on World Agricultural Markets A Computable General Equilibrium Analysis, (2008); Gtap Technical Paper, (2002); State and Trends of the Carbon Market 2009, (2008); Economics of Climate Change in Latin America and the Caribbean Summary 2009, (2009); La Economia Del Cambio Climatico En Chile, (2009); National Greenhouse Gas Inventory Data for the Period 19902005, (2007)","","United Nations Publications","","","","","","02512920; 16840348","","","","Spanish","Article","Final","","Scopus","2-s2.0-84939554755"
"A., Mascareño, Aldo; F., Carvaja, Fabiola","Mascareño, Aldo (25422105200); Carvaja, Fabiola (56786368000)","25422105200; 56786368000","Los distintos rostros de la inclusión y la exclusión","2015","CEPAL Review","2015","116","","131","146","0","13","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939554359&partnerID=40&md5=9b5ddafa910c8b086b9aeb816c04c9cc","Universidad Adolfo Ibáñez, Santiago, Chile","Mascareño, Aldo, Universidad Adolfo Ibáñez, Santiago, Chile; Carvaja, Fabiola, Universidad Adolfo Ibáñez, Santiago, Chile","[No abstract available]","","","","","","Trabajo Decente Y Equidad De Genero En America Latina, (2006); Sociology of Social Inclusion, (2025); Revista CEPAL, (2011); Braeckman, Antoon, Niklas Luhmann's systems theoretical redescription of the inclusion/exclusion debate, Philosophy and Social Criticism, 32, 1, pp. 65-88, (2006); Estudios Publicos, (2009); El Genero En Disputa, (2001); Costa, Sérgio, Freezing differences: Politics, law, and the invention of cultural diversity in Latin America, pp. 139-156, (2012); Davies, Jonathan S., The social exclusion debate: Strategies, controversies and dilemmas, Policy Studies, 26, 1, pp. 3-27, (2005); Dewey, Matías, Illegal police protection and the market for stolen vehicles in Buenos Aires, Journal of Latin American Studies, 44, 4, pp. 679-701, (2012); Suicide, (2002)","","United Nations Publications","","","","","","02512920; 16840348","","","","Spanish","Article","Final","","Scopus","2-s2.0-84939554359"
"R.E., Castro-Landman, Rubén Estanislao; A., Fortunato, Andrés","Castro-Landman, Rubén Estanislao (55798606600); Fortunato, Andrés (56785539800)","55798606600; 56785539800","¿Se comporta el alfabetismo financiero como un bien económico?","2015","CEPAL Review","2015","116","","148","162","0","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939549541&partnerID=40&md5=76421e1724916516ffa0fafa5014efb1","Universidad Diego Portales, Santiago, Chile; Universidad de Chile, Santiago, Chile","Castro-Landman, Rubén Estanislao, Universidad Diego Portales, Santiago, Chile; Fortunato, Andrés, Universidad de Chile, Santiago, Chile","[No abstract available]","","","","","","Agarwal, Sumit, The age of reason: Financial decisions over the life cycle and implications for Regulation, Brookings Papers on Economic Activity, 2, pp. 51-101, (2009); Mediation Information and Communication, (1989); Determinantes Del Ahorro Previsional Voluntario En Chile Santiago De Chile Centro De Microdatos, (2008); Encuesta De Proteccion Social 2004 Presentacion General Y Principales Resultados, (2006); Analisis Y Principales Resultados Primera Encuesta De Proteccion Social, (2004); Brockett, Patrick L., Fraud classification using principal component analysis of RIDITs, Journal of Risk and Insurance, 69, 3, pp. 341-371, (2002); Campbell, John Y., Consumer financial protection, Journal of Economic Perspectives, 25, 1, pp. 91-114, (2011); What You Don T Know can T Help You Pension Knowledge and Retirement Decision Making, (2003); Health Risk Financial Information and Social Interaction the Portfolio Choice of European Elderly Households, (2005); Preparation for Retirement Financial Literacy and Cognitive Resources, (2008)","","United Nations Publications","","","","","","02512920; 16840348","","","","Spanish","Article","Final","","Scopus","2-s2.0-84939549541"
"M.S., Hanni, Michael Stephen; R., Martner, Ricardo; A., Podestá, Andrea","Hanni, Michael Stephen (55087174700); Martner, Ricardo (55615100000); Podestá, Andrea (56785606400)","55087174700; 55615100000; 56785606400","El potencial redistributivo de la fiscalidad en América Latina","2015","CEPAL Review","2015","116","","7","26","0","19","10.18356/4bfdcb5d-en","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939540781&doi=10.18356%2F4bfdcb5d-en&partnerID=40&md5=2f8f4f09a93f000f06b6bc833572d2f2","Comisión Económica para América Latina y el Caribe, Santiago, Chile","Hanni, Michael Stephen, Comisión Económica para América Latina y el Caribe, Santiago, Chile; Martner, Ricardo, Comisión Económica para América Latina y el Caribe, Santiago, Chile; Podestá, Andrea, Comisión Económica para América Latina y el Caribe, Santiago, Chile","[No abstract available]","","","","","","Altimir, Oscar, INCOME DISTRIBUTION STATISTICS IN LATIN AMERICA AND THEIR RELIABILITY, Review of Income and Wealth, 33, 2, pp. 111-155, (1987); Equidad Fiscal En Centroamerica Panama Y Republica Dominicana, (2009); La Equidad Fiscal En Los Paises Andinos, (2006); Mejores Pensiones Mejores Trabajos Hacia La Cobertura Universal En America Latina Y El Caribe, (2013); Panorama Fiscal De America Latina Y El Caribe 2014 Hacia Una Mayor Calidad De Las Finanzas, (2014); Pactos Para La Igualdad Hacia Un Futuro Sostenible, (2014); Panorama Fiscal De America Latina Y El Caribe Reformas Tributarias Y Renovacion Del Pacto Fiscal, (2013); Panorama Social De America Latina 2013, (2025); La Medicion De Los Ingresos En La Encuesta Casen 2011 R2, (2012); Cambio Estructural Para La Igualdad Una Vision Integrada Del Desarrollo, (2012)","","United Nations Publications","","","","","","02512920; 16840348","","","","Spanish","Article","Final","","Scopus","2-s2.0-84939540781"
"H., Morrone, Henrique","Morrone, Henrique (56159887500)","56159887500","¿La demanda y la rentabilidad estimulan la acumulación de capital? Un análisis para el Brasil","2015","CEPAL Review","2015","116","","163","175","0","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939533182&partnerID=40&md5=d12a73cac1380130a9fb011c83e96fba","Universidade Federal do Rio Grande do Sul, Porto Alegre, Brazil","Morrone, Henrique, Universidade Federal do Rio Grande do Sul, Porto Alegre, Brazil","[No abstract available]","","","","","","Bhaduri, Amit, Unemployment and the real wage: The economic basis for contesting political ideologies, Cambridge Journal of Economics, 14, 4, pp. 375-393, (1990); Crescimento E Desigualdade no Rio Grande do Sul Uma Revisao Da Curva De Kuznets Para Os Municipios Gauchos 1970 1991, (2003); Anais do 1 Encontro De Economia Gaucha, (2002); Institutions Behaviour and Economic Theory A Contribution to Classical Keynesian Political Economy, (1997); Cepalstat, (2012); Socially Relevant Policy Analysis Structuralist Computable General Equilibrium Models for the Developing World, (1990); Deaton, Angus S., Health, inequality, and economic development, Journal of Economic Literature, 41, 1, pp. 113-158, (2003); Duménil, Gérard, Being Keynesian in the short term and classical in the long term: The traverse to classical long-term equilibrium, Manchester School, 67, 6, pp. 684-716, (1999); Dutt, Amitava Krishna, Stagnation, income distribution and monopoly power, Cambridge Journal of Economics, 8, 1, pp. 25-40, (1984); Analise do Modelo Brasileiro, (1972)","","United Nations Publications","","","","","","02512920; 16840348","","","","Spanish","Article","Final","","Scopus","2-s2.0-84939533182"
"J.A., Bogliaccini, Juan Ariel; F., Rodríguez, Federico","Bogliaccini, Juan Ariel (55258758100); Rodríguez, Federico (56785052200)","55258758100; 56785052200","Regulación del sistema educativo y desigualdades de aprendizaje en el Uruguay","2015","CEPAL Review","2015","116","","87","101","0","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939527221&partnerID=40&md5=9381dd60affc922656a98cd5a444e7d1","Universidad Católica del Uruguay, Montevideo, Uruguay; Instituto Nacional de Evaluación Educativa del Uruguay, Uruguay","Bogliaccini, Juan Ariel, Department of Social Sciences, Universidad Católica del Uruguay, Montevideo, Uruguay; Rodríguez, Federico, Instituto Nacional de Evaluación Educativa del Uruguay, Uruguay","[No abstract available]","","","","","","An Introduction to Sociology Feminist Perspectives, (1990); Álvarez-Rivadulla, María José, Golden ghettos: Gated communities and class residential segregation in Montevideo, Uruguay, Environment and Planning A, 39, 1, pp. 47-63, (2007); Censo Nacional Docente Montevideo, (2008); Uruguay En Pisa 2006 Montevideo, (2007); Uruguay En El Programa Pisa Boletin Informativo, (2005); La Repeticion En La Escuela Publica En Cifras, (2002); Estudio De Los Factores Institucionales Y Pedagogicos Que Inciden En Los Aprendizajes En Escuelas Primarias De Contextos Sociales Desfavorecidos En El Uruguay, (1999); Gini Index Ranking, (2014); International Handbook of Urban Education, (2007); Revista Umbral 2000, (2003)","","United Nations Publications","","","","","","02512920; 16840348","","","","Spanish","Article","Final","","Scopus","2-s2.0-84939527221"
"F.S., Perobelli, Fernando Salgueiro; M.V.V., Andrade, Mônica Viegas Viegas; É.P., Domingues, Édson Paulo; F.S., Santiago, Flaviane Souza; J.D.A., Cabral, Joilson De Assis; L.B., Rodrigues, Lucas Barbosa","Perobelli, Fernando Salgueiro (15828066300); Andrade, Mônica Viegas Viegas (14035091100); Domingues, Édson Paulo (15827532800); Santiago, Flaviane Souza (55234039700); Cabral, Joilson De Assis (57193556971); Rodrigues, Lucas Barbosa (56785121700)","15828066300; 14035091100; 15827532800; 55234039700; 57193556971; 56785121700","Análisis sistémico del sector de salud mediante la matriz de insumo-producto, 2000-2005","2015","CEPAL Review","2015","116","","103","130","0","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939526470&partnerID=40&md5=537f77c52959ebe708742d03755b983b","Universidade Federal de Juiz de Fora, Juiz de Fora, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; Universidad Federal Rural de Río de Janeiro, Rio de Janeiro, Brazil","Perobelli, Fernando Salgueiro, Universidade Federal de Juiz de Fora, Juiz de Fora, Brazil; Andrade, Mônica Viegas Viegas, Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; Domingues, Édson Paulo, Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; Santiago, Flaviane Souza, Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; Cabral, Joilson De Assis, Universidad Federal Rural de Río de Janeiro, Rio de Janeiro, Brazil; Rodrigues, Lucas Barbosa, Universidade Federal de Juiz de Fora, Juiz de Fora, Brazil","[No abstract available]","","","","","","Almeida, Célia M., Health sector reform in Brazil: A case study of inequity, International Journal of Health Services, 30, 1, pp. 129-162, (2000); A Saude Na Pnad Texto Para Discussao, (2002); Bolsa Familia Progam Anais do V Encontro Nacional Da Associacao Brasileira De Estudos Regionais E Urbanos Pernambuco, (2007); Pib Per Capita, (2007); Pesquisa E Planejamento Economico, (2008); Effect of Health on Economic Growth Theory and Evidence, (2001); Doencas Infecciosas E Parasitarias Guia De Bolso, (2010); Saude Brasil 2004 Uma Analise Da Situacao De Saude, (2004); Expectativa De Vida Saudavel Para Idosos Brasileiros 1998 E 2003, (2006); Revista Brasileira De Epidemiologia, (2005)","","United Nations Publications","","","","","","02512920; 16840348","","","","Spanish","Article","Final","","Scopus","2-s2.0-84939526470"
"P.M., Pincheira-Brown, Pablo M.; H.R., Hurtado, Hernán Rubio","Pincheira-Brown, Pablo M. (55198960000); Hurtado, Hernán Rubio (56785920200)","55198960000; 56785920200","El escaso poder predictivo de simples curvas de Phillips en Chile","2015","CEPAL Review","2015","116","","177","202","0","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939522358&partnerID=40&md5=8e74d656b01b5a87127e280602ce6f38","Universidad Adolfo Ibáñez, Santiago, Chile; Gerencia de Análisis Macroeconómico del Banco Central, Chile","Pincheira-Brown, Pablo M., Universidad Adolfo Ibáñez, Santiago, Chile; Hurtado, Hernán Rubio, Gerencia de Análisis Macroeconómico del Banco Central, Chile","[No abstract available]","","","","","","Amisano, Gianni, Money growth and inflation: A regime switching approach, Journal of International Money and Finance, 33, pp. 118-145, (2013); Economia Chilena, (2004); Federal Reserve Bank of Minneapolis Quarterly Review, (2001); Modelos Macroeconomicos Y Proyecciones Del Banco Central De Chile 2003, (2003); Time Series Analysis Forecasting and Control, (1976); Bayesian Inference in Statistical Analysis, (1973); Brock, William A., Growth empirics and reality, World Bank Economic Review, 15, 2, pp. 229-272, (2001); Documento De Trabajo, (2005); Documento Presentado En La Conferencia Internacional De Economia Aplicada, (2009); Estudios De Economia, (2002)","","United Nations Publications","","","","","","02512920; 16840348","","","","Spanish","Article","Final","","Scopus","2-s2.0-84939522358"
